last_name, first_name,year,b_ab,b_home_run,batting_avg,xba,xslg,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,
Realmuto, J.T.,2019,538,25,.275,.281,.480,.349,.339,.200,90.3,14.4,
Renfroe, Hunter,2019,440,33,.216,.221,.455,.315,.295,.234,89.9,19.1,
Rosario, Eddie,2019,562,32,.276,.268,.506,.336,.296,.238,89.2,16.8,
Simmons, Andrelton,2019,398,7,.264,.244,.331,.276,.292,.087,87.8,9.5,
Wilkerson, Stevie,2019,329,10,.225,.202,.320,.258,.266,.118,86.3,11.1,
Yelich, Christian,2019,489,44,.329,.315,.629,.428,.419,.314,93.2,11.3,
Merrifield, Whit,2019,681,16,.302,.286,.442,.332,.335,.156,87,15.6,
Bogaerts, Xander,2019,614,33,.309,.278,.484,.361,.359,.206,90.6,13.2,
Hernandez, Marco,2019,148,2,.250,.217,.284,.237,.249,.066,87,6.4,
Alberto, Hanser,2019,524,12,.305,.283,.401,.308,.309,.119,84.4,11.8,
Polanco, Jorge,2019,631,22,.295,.277,.478,.349,.343,.201,88,18.9,
Sano, Miguel,2019,380,34,.247,.236,.551,.369,.336,.316,94.4,15.9,
Herrera, Rosell,2019,105,2,.200,.219,.305,.275,.306,.086,87.9,11.8,
Difo, Wilmer,2019,131,2,.252,.243,.318,.271,.308,.076,83.9,10.1,
Calhoun, Kole,2019,552,33,.232,.245,.479,.344,.338,.234,89.5,14.9,
Duvall, Adam,2019,120,10,.267,.199,.529,.320,.254,.331,91.1,25.6,
Eaton, Adam,2019,566,15,.279,.263,.417,.336,.353,.153,88.9,15.3,
Garcia, Greg,2019,311,4,.248,.223,.311,.302,.346,.088,85.9,4.5,
Kiermaier, Kevin,2019,447,14,.228,.250,.402,.302,.299,.153,89.2,6.9,
Knapp, Andrew,2019,136,2,.213,.216,.379,.304,.322,.163,89.2,16.1,
Riddle, JT,2019,132,6,.189,.204,.393,.267,.244,.190,88.9,9.9,
Alfaro, Jorge,2019,431,18,.262,.251,.460,.324,.303,.209,90.8,4.7,
Profar, Jurickson,2019,459,20,.218,.256,.438,.334,.337,.182,86.7,14,
Baez, Javier,2019,531,29,.281,.269,.510,.339,.305,.241,91.1,7.8,
Cave, Jake,2019,198,8,.258,.265,.488,.362,.359,.223,90.5,7.4,
Gallagher, Cam,2019,126,3,.238,.210,.299,.265,.289,.089,86.3,12.8,
Hedges, Austin,2019,312,11,.176,.199,.357,.271,.274,.158,86.7,21.8,
Lindor, Francisco,2019,598,32,.284,.276,.467,.336,.330,.191,91,12.2,
Odor, Rougned,2019,522,30,.205,.223,.471,.324,.301,.248,91.1,17.9,
Slater, Austin,2019,168,5,.238,.233,.442,.329,.329,.210,88.5,3.4,
Smith, Dwight,2019,357,13,.241,.241,.378,.295,.298,.137,89.1,7.3,
Story, Trevor,2019,588,35,.294,.265,.471,.346,.338,.206,91,17.5,
Vogelbach, Daniel,2019,462,30,.208,.229,.447,.348,.360,.218,88.9,17.2,
Sanchez, Gary,2019,396,34,.232,.251,.562,.372,.336,.312,91.2,19,
Cuthbert, Cheslor,2019,309,9,.246,.254,.388,.299,.302,.135,88.9,14.9,
Kepler, Max,2019,524,36,.252,.264,.465,.348,.347,.202,89.7,18.2,
Quinn, Roman,2019,108,4,.213,.201,.341,.284,.296,.141,88.9,11.7,
Franco, Maikel,2019,389,17,.234,.248,.427,.301,.312,.179,89.1,14.8,
Choi, Ji-Man,2019,410,19,.261,.264,.500,.369,.369,.236,91.2,12.8,
Bradley Jr., Jackie,2019,494,21,.225,.234,.431,.327,.328,.197,90.1,9.3,
La Stella, Tommy,2019,292,16,.295,.301,.494,.362,.352,.193,88.2,13.2,
Severino, Pedro,2019,305,13,.249,.269,.449,.341,.341,.180,87.6,13.2,
Nunez, Renato,2019,541,31,.244,.256,.474,.338,.322,.218,89.9,19.9,
Arteaga, Humberto,2019,122,0,.197,.229,.299,.264,.288,.070,84.5,9.3,
Candelario, Jeimer,2019,335,8,.203,.233,.374,.311,.332,.141,88.2,15.8,
Daza, Yonathan,2019,97,0,.206,.210,.270,.241,.263,.060,84.5,4.8,
Rondon, Jose,2019,143,3,.196,.219,.319,.269,.285,.100,87.3,8.1,
Ahmed, Nick,2019,556,19,.254,.261,.432,.326,.327,.171,87.8,7.6,
Anderson, Brian,2019,459,20,.261,.258,.461,.345,.341,.203,89.9,11.1,
Barnes, Austin,2019,212,5,.203,.194,.305,.261,.286,.112,87.2,16.4,
Bell, Josh,2019,527,37,.277,.288,.565,.390,.378,.278,92.4,12.9,
Betts, Mookie,2019,597,29,.295,.313,.580,.414,.410,.268,91,19.3,
Caratini, Victor,2019,244,11,.266,.267,.450,.350,.354,.184,89.7,7,
Davis, J.D.,2019,410,22,.307,.317,.560,.394,.378,.243,91.5,10.6,
Fisher, Derek,2019,146,7,.185,.218,.376,.304,.317,.158,92.3,9.2,
Martini, Nick,2019,93,1,.226,.241,.310,.299,.344,.069,87.7,5.4,
Panik, Joe,2019,438,5,.244,.254,.380,.311,.326,.126,86.8,12.9,
Smith, Mallex,2019,510,6,.227,.215,.300,.268,.290,.085,85.2,7.5,
Spangenberg, Cory,2019,95,2,.232,.201,.302,.238,.249,.101,85.1,-0.1,
Starling, Bubba,2019,186,4,.215,.216,.312,.250,.257,.096,81.8,12.1,
Tilson, Charlie,2019,144,1,.229,.240,.320,.276,.303,.080,86.9,4.9,
Castro, Harold,2019,354,5,.291,.265,.383,.288,.283,.118,87.2,8.5,
Arcia, Orlando,2019,494,15,.223,.230,.369,.287,.293,.139,88,6.8,
Tapia, Raimel,2019,426,9,.275,.265,.388,.299,.299,.123,87.6,7.5,
Aquino, Aristides,2019,205,19,.259,.251,.508,.341,.310,.257,87.9,18.2,
Hernandez, Teoscar,2019,417,26,.230,.220,.455,.318,.298,.235,91.2,15.3,
Peraza, Jose,2019,376,6,.239,.271,.372,.304,.318,.101,84.9,17.4,
Marte, Ketel,2019,569,32,.329,.305,.531,.380,.368,.226,90,11.5,
Greiner, Grayson,2019,208,5,.202,.204,.337,.258,.254,.133,86.7,12.7,
Nimmo, Brandon,2019,199,8,.221,.221,.356,.337,.384,.136,89.3,12.2,
Peterson, Jace,2019,100,2,.220,.257,.396,.302,.303,.139,88.4,9.5,
Turner, Trea,2019,521,19,.298,.283,.462,.344,.341,.179,90.4,9.9,
Smith, Kevan,2019,191,5,.251,.296,.463,.354,.359,.167,89.5,5.7,
Beaty, Matt,2019,249,9,.265,.279,.434,.329,.330,.155,89.4,10.2,
Pillar, Kevin,2019,611,21,.259,.266,.416,.304,.296,.151,86.4,14.1,
Stallings, Jacob,2019,191,6,.262,.265,.434,.322,.329,.169,89.2,11.3,
Travis, Sam,2019,144,6,.215,.223,.381,.284,.285,.159,89.1,8,
Williamson, Mac,2019,128,4,.156,.201,.301,.268,.290,.100,85.3,8.5,
Ramirez, Jose,2019,482,23,.255,.272,.467,.346,.345,.195,89.2,19.8,
Bregman, Alex,2019,554,41,.296,.272,.465,.380,.409,.193,89.3,19.6,
Gallo, Joey,2019,241,22,.253,.226,.597,.394,.370,.370,94.6,22.2,
Kelly, Carson,2019,314,18,.245,.251,.473,.344,.353,.222,89,14.3,
Russell, Addison,2019,215,9,.237,.230,.367,.295,.305,.137,86.9,9.1,
Seager, Corey,2019,489,19,.272,.261,.468,.335,.325,.207,88.8,14.1,
Williams, Nick,2019,106,2,.151,.219,.366,.270,.261,.147,86.7,10.9,
Winker, Jesse,2019,338,16,.269,.284,.453,.357,.372,.169,89.1,7.5,
Lugo, Dawel,2019,273,6,.245,.263,.397,.295,.290,.134,86.8,7.9,
Mazara, Nomar,2019,429,19,.268,.269,.486,.341,.322,.217,89.1,10.4,
Murphy, Tom,2019,260,18,.273,.220,.440,.303,.276,.220,90.6,18.9,
Guzman, Ronald,2019,256,10,.219,.241,.438,.332,.332,.198,85.7,14.6,
Plawecki, Kevin,2019,158,3,.222,.225,.367,.291,.293,.143,85.6,15.3,
Mondesi, Adalberto,2019,415,9,.263,.238,.393,.290,.274,.155,88.8,10,
Reyes, Franmil,2019,494,37,.249,.265,.543,.364,.329,.278,93.3,9.5,
Robertson, Daniel,2019,207,2,.213,.214,.299,.281,.314,.085,87.7,5.8,
Lopes, Tim,2019,111,1,.270,.224,.330,.292,.320,.107,85,8.7,
Martin, Richie,2019,283,6,.208,.219,.313,.260,.271,.094,83.2,9.4,
Swanson, Dansby,2019,483,17,.251,.275,.490,.357,.350,.215,89.9,14.4,
Newman, Kevin,2019,493,12,.308,.282,.387,.314,.329,.106,85.3,8.5,
Taylor, Chris,2019,366,12,.262,.242,.405,.309,.317,.163,86.1,13.8,
Correa, Carlos,2019,280,21,.279,.288,.558,.395,.376,.270,89,12.6,
Dahl, David,2019,374,15,.302,.267,.487,.343,.324,.219,88.7,11.2,
Buxton, Byron,2019,271,10,.262,.251,.441,.316,.304,.190,90.1,20.4,
Brinson, Lewis,2019,226,0,.173,.206,.305,.253,.267,.099,87,10,
Duggar, Steven,2019,261,4,.234,.233,.355,.278,.280,.123,85.7,9,
Stewart, DJ,2019,126,4,.238,.235,.408,.313,.316,.173,87.9,12.9,
Nido, Tomas,2019,136,4,.191,.199,.327,.240,.238,.129,87.3,7.1,
Stewart, Christin,2019,369,10,.233,.248,.439,.323,.321,.191,86.9,19.1,
Wendle, Joey,2019,238,3,.231,.258,.344,.295,.319,.086,87.4,11.6,
Olson, Matt,2019,483,36,.267,.283,.590,.395,.367,.307,92.7,19,
Dean, Austin,2019,178,6,.225,.259,.431,.307,.294,.172,88.7,9.4,
Duffy, Matt,2019,147,1,.252,.261,.341,.319,.355,.080,87,5.5,
Munoz, Yairo,2019,172,2,.267,.221,.312,.253,.255,.092,84.7,6.2,
Margot, Manuel,2019,398,12,.234,.227,.339,.282,.299,.111,87.7,14.2,
Reyes, Pablo,2019,143,2,.203,.191,.287,.248,.264,.097,88.2,12.2,
Camargo, Johan,2019,232,7,.233,.253,.368,.288,.298,.116,86.9,11.1,
Reyes, Victor,2019,276,3,.304,.277,.382,.302,.312,.104,87.6,9.2,
Bote, David,2019,303,11,.257,.248,.387,.325,.355,.139,89.7,7.7,
Ramirez, Harold,2019,421,11,.276,.272,.414,.313,.310,.142,88.9,3.8,
Santander, Anthony,2019,380,20,.261,.264,.464,.322,.300,.201,89.9,15.3,
Alonso, Pete,2019,597,53,.260,.258,.545,.379,.358,.288,90.7,14.8,
Biggio, Cavan,2019,354,16,.234,.243,.434,.351,.371,.191,88.9,20.1,
Conforto, Michael,2019,549,33,.257,.266,.513,.374,.373,.247,89.2,16,
Frazier, Adam,2019,554,10,.278,.279,.408,.323,.338,.129,87.2,13,
Trevino, Jose,2019,120,2,.258,.246,.359,.266,.263,.114,86.8,8.3,
McGuire, Reese,2019,97,5,.299,.258,.394,.304,.308,.137,86.7,13.1,
Puig, Yasiel,2019,555,24,.267,.262,.461,.334,.324,.199,90,13.8,
Soler, Jorge,2019,589,48,.265,.278,.596,.397,.366,.318,92.6,15.5,
Heredia, Guillermo,2019,204,5,.225,.244,.351,.304,.325,.107,86.6,12.9,
Kang, Jung Ho,2019,172,10,.169,.217,.432,.297,.267,.215,92.2,13.7,
Ervin, Phillip,2019,236,7,.271,.235,.371,.298,.302,.136,85.1,14.4,
Frazier, Clint,2019,225,12,.267,.249,.468,.325,.303,.220,88.5,15.4,
Meadows, Austin,2019,530,33,.291,.286,.553,.379,.359,.268,90.4,16.7,
Mercado, Oscar,2019,438,15,.269,.264,.411,.314,.315,.147,88,14.7,
Pinder, Chad,2019,341,13,.240,.258,.454,.325,.309,.196,90.9,8.5,
Anderson, Tim,2019,498,18,.335,.296,.471,.337,.320,.175,88.3,8.7,
Bauers, Jake,2019,372,12,.226,.226,.358,.297,.314,.132,88.1,15,
Bellinger, Cody,2019,558,47,.305,.324,.647,.437,.425,.322,91.1,18.2,
Calhoun, Willie,2019,309,21,.269,.262,.451,.330,.320,.190,89.7,17.6,
Collins, Zack,2019,86,3,.186,.198,.442,.321,.318,.244,90.7,15.3,
Cordell, Ryan,2019,217,7,.221,.213,.364,.281,.284,.151,88.9,19.5,
Crawford, J.P.,2019,345,7,.226,.243,.346,.303,.330,.104,85,12.3,
Demeritte, Travis,2019,169,3,.225,.227,.360,.283,.289,.133,91.2,16.1,
Dixon, Brandon,2019,391,15,.248,.237,.445,.309,.283,.208,89.5,16.9,
Dozier, Hunter,2019,523,26,.279,.265,.480,.345,.336,.215,91.1,16.7,
Engel, Adam,2019,227,6,.242,.220,.341,.276,.285,.121,86.4,11.1,
Garver, Mitch,2019,311,31,.273,.258,.577,.384,.352,.320,91.1,15.3,
Hampson, Garrett,2019,299,8,.247,.227,.339,.274,.286,.112,85.8,13.3,
Locastro, Tim,2019,212,1,.250,.234,.308,.304,.346,.075,84.4,13.6,
Mancini, Trey,2019,602,35,.291,.279,.510,.366,.355,.231,90.3,7.8,
McKinney, Billy,2019,251,12,.215,.222,.373,.284,.282,.151,86.7,15.2,
McMahon, Ryan,2019,480,24,.250,.248,.437,.330,.329,.189,91.9,8.9,
O'Neill, Tyler,2019,141,5,.262,.220,.387,.284,.273,.167,89.1,19.3,
Sisco, Chance,2019,167,8,.210,.223,.427,.338,.345,.205,89.5,16.4,
Smith, Dominic,2019,177,11,.282,.248,.448,.331,.325,.200,88.3,15.1,
Tellez, Rowdy,2019,370,21,.227,.251,.477,.335,.317,.226,90.7,14,
Thaiss, Matt,2019,147,8,.211,.217,.376,.294,.299,.159,89.1,15.9,
VanMeter, Josh,2019,228,8,.237,.250,.427,.332,.339,.177,90,16.5,
Wade, Tyler,2019,94,2,.245,.204,.327,.281,.297,.123,86.9,12.8,
Mejia, Francisco,2019,226,8,.265,.225,.379,.283,.280,.154,88.4,19.7,
Rosario, Amed,2019,616,15,.287,.294,.435,.330,.331,.141,89.4,8.9,
Adames, Willy,2019,531,20,.254,.254,.446,.326,.317,.192,88.5,10.8,
Benintendi, Andrew,2019,541,13,.266,.269,.470,.348,.346,.201,89.1,17.3,
Cooper, Garrett,2019,381,15,.281,.271,.472,.347,.337,.202,89.1,4.5,
Dubon, Mauricio,2019,106,4,.274,.249,.358,.278,.283,.110,84.8,9.5,
Jansen, Danny,2019,347,13,.207,.246,.419,.315,.315,.173,88.9,16.3,
Kemp, Tony,2019,245,8,.212,.204,.294,.265,.291,.091,86.2,14.6,
Kiner-Falefa, Isiah,2019,202,1,.238,.227,.308,.268,.289,.081,87.2,6.8,
Long Jr., Shed,2019,152,5,.263,.214,.340,.278,.289,.126,87.6,10.6,
McNeil, Jeff,2019,510,23,.318,.291,.478,.361,.362,.187,89,13.8,
Tauchman, Mike,2019,260,13,.277,.253,.422,.331,.340,.170,88.7,11.3,
White, Tyler,2019,240,3,.208,.204,.307,.279,.308,.103,86,12.4,
Albies, Ozzie,2019,640,24,.295,.292,.497,.356,.350,.205,88.9,15.6,
Robles, Victor,2019,546,17,.255,.234,.379,.300,.310,.145,83.3,16.7,
Ford, Mike,2019,143,12,.259,.286,.501,.369,.374,.215,91.9,15.6,
Devers, Rafael,2019,647,32,.311,.302,.533,.371,.355,.231,92.5,10.6,
Naylor, Josh,2019,253,8,.249,.243,.382,.302,.310,.140,89.6,4.5,
Diaz, Aledmys,2019,210,9,.271,.276,.444,.356,.368,.168,88.3,12.1,
Urias, Luis,2019,215,4,.223,.230,.361,.313,.336,.131,87.3,10.1,
Arraez, Luis,2019,326,4,.334,.294,.416,.342,.366,.122,87.1,11.5,
Jimenez, Eloy,2019,468,31,.267,.270,.526,.355,.319,.256,91.2,9.3,
Torres, Gleyber,2019,546,38,.278,.262,.501,.347,.324,.239,89.1,17.7,
Castro, Willi,2019,100,1,.230,.204,.292,.245,.261,.088,84.7,18.1,
Diaz, Yandy,2019,307,14,.267,.283,.497,.363,.357,.213,91.7,5.7,
Viloria, Meibrys,2019,133,1,.211,.171,.227,.209,.227,.056,87.5,4.9,
Rengifo, Luis,2019,357,7,.238,.241,.377,.312,.327,.136,87.1,9.3,
Allen, Greg,2019,231,4,.229,.235,.347,.285,.297,.113,87.4,9.4,
Chapman, Matt,2019,583,36,.249,.255,.507,.362,.349,.252,92.7,16.4,
Chavis, Michael,2019,347,18,.254,.219,.401,.297,.292,.182,88.7,11.4,
Diaz, Isan,2019,179,5,.173,.181,.324,.262,.267,.143,88.6,18.6,
Haseley, Adam,2019,222,5,.266,.229,.344,.279,.289,.115,87.3,5,
Hoskins, Rhys,2019,570,29,.226,.221,.429,.344,.362,.209,89.8,23.9,
Luplow, Jordan,2019,225,15,.276,.248,.476,.354,.350,.228,89.6,16.1,
O'Hearn, Ryan,2019,328,14,.195,.225,.412,.311,.309,.187,90.5,13,
Schwarber, Kyle,2019,529,38,.250,.267,.558,.378,.357,.291,93.5,15.5,
Tucker, Cole,2019,147,2,.211,.246,.376,.291,.299,.129,87.8,7.4,
Verdugo, Alex,2019,343,12,.294,.293,.463,.343,.342,.171,89.4,8.8,
DeJong, Paul,2019,583,30,.233,.239,.448,.333,.326,.209,87.1,18.2,
Laureano, Ramon,2019,434,24,.288,.274,.493,.348,.330,.219,89.7,14.6,
Moncada, Yoan,2019,511,25,.315,.285,.523,.362,.341,.238,93.1,12.3,
Ohtani, Shohei,2019,384,18,.286,.281,.491,.353,.340,.210,92.8,6.8,
Acuna Jr., Ronald,2019,626,41,.280,.282,.578,.393,.368,.296,90.6,14.2,
Riley, Austin,2019,274,18,.226,.225,.461,.309,.281,.236,89.4,20.6,
Grisham, Trent,2019,156,6,.231,.229,.373,.308,.327,.144,87.6,16,
Lowe, Nate,2019,152,7,.263,.260,.461,.332,.323,.201,91.3,13,
Happ, Ian,2019,140,11,.264,.240,.513,.345,.313,.273,89.8,16,
France, Ty,2019,184,7,.234,.236,.403,.303,.296,.167,88.9,15.1,
Lowe, Brandon,2019,296,17,.270,.239,.508,.345,.311,.269,91.6,19.2,
Bader, Harrison,2019,347,12,.205,.217,.411,.318,.328,.195,88.4,15.3,
Fletcher, David,2019,596,6,.290,.297,.377,.324,.357,.080,83.8,9.7,
Kingery, Scott,2019,458,19,.258,.251,.442,.321,.310,.190,88.4,17.8,
Moore, Dylan,2019,247,9,.206,.193,.340,.281,.291,.148,88.4,19.2,
Straw, Myles,2019,108,0,.269,.259,.344,.326,.371,.085,84.7,9,
Tatis Jr., Fernando,2019,334,22,.317,.257,.495,.348,.328,.238,90.4,6.7,
Guerrero Jr., Vladimir,2019,464,15,.272,.261,.435,.331,.330,.174,89.4,6.7,
Soto, Juan,2019,542,34,.282,.288,.584,.414,.407,.296,92,12.5,
Bichette, Bo,2019,196,11,.311,.274,.481,.342,.325,.207,90,10.4,
Gurriel Jr., Lourdes,2019,314,20,.277,.253,.510,.344,.308,.257,90.4,14.4,
Rogers, Jake,2019,112,4,.125,.126,.225,.207,.223,.099,83,19.7,
Reynolds, Bryan,2019,491,16,.314,.300,.487,.367,.367,.187,89.5,9.5,
Rojas, Josh,2019,138,2,.217,.247,.428,.332,.338,.181,89,10.3,
Senzel, Nick,2019,375,12,.256,.248,.420,.314,.309,.172,87.8,11.3,
Edman, Tommy,2019,326,11,.304,.286,.450,.337,.333,.164,87.4,14.2,
Solak, Nick,2019,116,5,.293,.255,.438,.346,.360,.183,88.3,6.3,
Smith, Will,2019,170,15,.253,.225,.457,.326,.315,.232,89.4,23.8,
Hiura, Keston,2019,314,19,.303,.265,.530,.361,.334,.266,91.4,16,
Lopez, Nicky,2019,379,2,.240,.226,.286,.247,.264,.060,85.1,3.2,
Alvarez, Yordan,2019,313,27,.313,.292,.606,.414,.396,.314,92.2,13.3,
Brosseau, Mike,2019,132,6,.273,.216,.361,.271,.266,.145,86.5,14.3,